Eye Movement,Emotion,Hand Gesture
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,angry,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
No Face Detected,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,sad,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Up ⬆️,surprise,No Hand Detected
Looking Center 👀,surprise,Pointing ☝️
Looking Up ⬆️,surprise,Pointing ☝️
Looking Up ⬆️,surprise,Pointing ☝️
Looking Up ⬆️,surprise,Pointing ☝️
Looking Up ⬆️,sad,Pointing ☝️
Looking Up ⬆️,sad,Pointing ☝️
Looking Up ⬆️,sad,Pointing ☝️
Looking Up ⬆️,fear,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,fear,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,sad,Pointing ☝️
Looking Up ⬆️,neutral,Pointing ☝️
Looking Up ⬆️,neutral,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,neutral,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,neutral,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Right 👀,sad,Pointing ☝️
Looking Right 👀,surprise,Rock Sign 🤘
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,Pointing ☝️
Looking Up ⬆️,sad,Pointing ☝️
Looking Up ⬆️,neutral,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,neutral,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Up ⬆️,angry,Pointing ☝️
Looking Right 👀,sad,Pointing ☝️
Looking Right 👀,sad,Pointing ☝️
Looking Right 👀,sad,Pointing ☝️
Looking Right 👀,sad,Pointing ☝️
Looking Right 👀,sad,Pointing ☝️
Looking Right 👀,angry,Pointing ☝️
Looking Right 👀,angry,Pointing ☝️
Looking Right 👀,angry,Pointing ☝️
Looking Right 👀,angry,Pointing ☝️
Looking Right 👀,angry,Pointing ☝️
Looking Right 👀,sad,Pointing ☝️
Looking Right 👀,angry,Pointing ☝️
Looking Right 👀,angry,Pointing ☝️
Looking Right 👀,angry,Pointing ☝️
Looking Right 👀,angry,Pointing ☝️
Looking Right 👀,sad,Pointing ☝️
Looking Right 👀,angry,Thumbs Up 👍
Looking Right 👀,angry,Pointing ☝️
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,Unknown Gesture
Looking Right 👀,sad,Unknown Gesture
Looking Right 👀,angry,Thumbs Up 👍
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,Pointing ☝️
Looking Up ⬆️,sad,Rock Sign 🤘
Looking Up ⬆️,sad,Rock Sign 🤘
Looking Up ⬆️,neutral,Rock Sign 🤘
Looking Up ⬆️,neutral,Rock Sign 🤘
Looking Up ⬆️,neutral,Rock Sign 🤘
Looking Up ⬆️,neutral,Rock Sign 🤘
Looking Up ⬆️,neutral,Rock Sign 🤘
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,Rock Sign 🤘
Looking Right 👀,angry,Rock Sign 🤘
Looking Right 👀,sad,Rock Sign 🤘
Looking Right 👀,sad,Unknown Gesture
Looking Right 👀,sad,Unknown Gesture
Looking Right 👀,sad,Rock Sign 🤘
Looking Right 👀,sad,Unknown Gesture
No Face Detected,sad,Rock Sign 🤘
Looking Right 👀,fear,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,angry,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Up ⬆️,angry,No Hand Detected
Looking Right 👀,angry,No Hand Detected
Looking Right 👀,angry,No Hand Detected
Looking Right 👀,angry,No Hand Detected
Looking Right 👀,angry,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
No Face Detected,angry,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Up ⬆️,sad,Open Palm 🖐️
No Face Detected,sad,Thumbs Up 👍
No Face Detected,sad,Thumbs Up 👍
Looking Right 👀,sad,Thumbs Up 👍
No Face Detected,sad,Rock Sign 🤘
Looking Right 👀,sad,Thumbs Up 👍
Looking Right 👀,sad,Thumbs Up 👍
Looking Right 👀,sad,Thumbs Up 👍
Looking Right 👀,sad,Thumbs Up 👍
Looking Right 👀,sad,Call Me 🤙
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,sad,No Hand Detected
Looking Right 👀,sad,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,sad,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,neutral,No Hand Detected
Looking Right 👀,neutral,No Hand Detected
No Face Detected,neutral,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,happy,Unknown Gesture
No Face Detected,fear,Pointing ☝️
Looking Up ⬆️,surprise,Thumbs Up 👍
No Face Detected,fear,Call Me 🤙
Looking Right 👀,fear,Thumbs Up 👍
Looking Right 👀,fear,Thumbs Up 👍
Looking Right 👀,fear,Thumbs Up 👍
Looking Right 👀,fear,Thumbs Up 👍
Looking Right 👀,fear,Thumbs Up 👍
No Face Detected,happy,Thumbs Up 👍
Looking Right 👀,happy,Thumbs Up 👍
Looking Right 👀,happy,Thumbs Up 👍
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,neutral,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,fear,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
No Face Detected,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,happy,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Right 👀,fear,No Hand Detected
Looking Up ⬆️,happy,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,fear,No Hand Detected
Looking Up ⬆️,sad,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
Looking Up ⬆️,neutral,No Hand Detected
